strain	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	accession	dinuc_context_fraction	GA_CT_fraction
MPXV/Germany/2022/RKI023	2022-05-30	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON694332		
MPXV/Germany/2022/RKI017	2022-05-01	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694338		
MPXV/Germany/2022/RKI132	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929087	1.00	1.00
MPXV/Germany/2022/RKI020	2022-05-28	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694337	1.00	1.00
Monkeypox/PT0564/2022	2022-09-05	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555635	1.00	1.00
MpxV/human/USA/WA-UW-088213/2022	2022-08-31	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.1	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP310054	1.00	0.83
MPXV/Germany/2022/ON/RKI456	2022-09-01	2022-10-12	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615330	1.00	1.00
MPXV/Germany/2022/RKI122	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929077		
MPXV/Germany/2022/RKI477	2022-07-01	2022-10-13	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP626115		
Monkeypox/PT0474/2022	2022-08-08	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555553	1.00	1.00
MPXV/Germany/2022/RKI106	2022-07-17	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929064	1.00	1.00
MPXV/Germany/2022/RKI350	2022-09-01	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484671		
MPXV/Germany/2022/RKI021	2022-05-31	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	ON694334		
MPXV/Germany/2022/RKI556	2022-06-01	2022-11-03	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP764614		
CVR_MPXV1a	2022-05-15	2022-06-21	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.1	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	ON808413		
hMPXV/Austria/MUW1527495/2022	2022-06-21	2022-07-19	IIb	Europe	Homo sapiens	Austria	Older	B.1.1	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	OP019276		
MPXV/Germany/2022/RKI015	2022-05-15	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	ON694331		
MPXV/Germany/2022/RKI423	2022-09-01	2022-10-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP594187	1.00	1.00
MPX_dDDHx_9000207	2022-06-07	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.1	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415188	1.00	1.00
hMpxV/UK/LMO-023a/2022	2022-06-24	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.1	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390192	1.00	1.00
MPXV/Germany/2022/RKI016	2022-05-15	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON694339		
MPXV/Germany/2022/RKI472	2022-07-01	2022-10-13	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP626110		
MPXV/Germany/2022/RKI204	2022-08-29	2022-08-12	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	OP215212	0.67	1.00
MPXV/Germany/2022/RKI034	2022-06-25	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755240		
MPX/PT0067/2022	2022-07-26	2022-08-17	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP245321		
Monkeypox/PT0570/2022	2022-09-02	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555641	0.50	1.00
Monkeypox/PT0494/2022	2022-08-15	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555569		1.00
Monkeypox/PT0356/2022	2022-05-23	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1.3	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP414383		
PrEV_case_1	2022-08-27	2022-10-27	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K.	OP727821		
MPXV/Spain/HUNSC_ITER_0001a/2022	2022-05-31	2022-06-16	IIb	Europe	Homo sapiens	Spain	Older	B.1.3	Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.	ON782054		0.50
MPXV/Germany/2022/ON/RKI311	2022-08-01	2022-09-02	IIb	Europe	Homo sapiens	Germany	Older	B.1.3	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP355570		
MPXV_FR_HCL0001_2022	2022-05-22	2022-05-27	IIb	Europe	Homo sapiens	France	Older	B.1.3		ON622722		
Monkeypox/PT0514/2022	2022-08-16	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.3	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555585		
Monkeypox/PT0524/2022	2022-08-18	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.3	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555595		
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022	2022-06-01	2022-06-17	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.3	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	ON792320	1.00	1.00
MPXV/Germany/2022/RKI045	2022-06-30	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.3	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755251	1.00	1.00
MpxV/human/USA/WA-UW-082770/2022	2022-08-01	2022-09-08	IIb	North America	Homo sapiens	USA	Older	B.1.3	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP392540	1.00	1.00
MPXV_SI2022_S3	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754984		
SI2022_S7	2022-06-01	2022-06-24	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON838178		
Slovenia-MPXV-09-2022	2022-06-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605552		
Slovenia-MPXV-08-2022	2022-06-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605551		
MPXV_SI2022_S5	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754986		
RNA_4mcy9n	2022-07-04	2022-07-27	IIb	Europe	Homo sapiens	Slovakia	Older	B.1.3		OX248696	1.00	1.00
MPXV/Germany/2022/RKI288	2022-08-01	2022-08-22	IIb	Europe	Homo sapiens	Germany	Older	B.1.3	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Friesen,J., Schaade,L., Nitsche,A.	OP270477	1.00	1.00
MPXV_UK_2022_9000061	2022-05-27	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.3	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205067		
MPXV/Spain/HUNSC_ITER_0001b/2022	2022-05-31	2022-06-16	IIb	Europe	Homo sapiens	Spain	Older	B.1.3	Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.	ON782055		
MPXV_SI2022_S4	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754985		
Slovenia-MPXV-26-2022	2022-07-31	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605568	0.67	1.00
MPXV/Human/USA/CA-LACPHL-MA00291/2022	2022-10-07	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.3	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890549	1.00	0.50
Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022	2022-10-17	2022-11-01	IIb	North America	Homo sapiens	USA	Older	B.1.3	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP748966	1.00	1.00
MPXV_SI2022_S1_VEROE6	2022-05-23	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	ON754987		
SLO	2022-05-23	2022-05-26	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Skubic,C., Rozman,D., Korva,M., Poljak,M., Avsic Zupanc,T.	ON609725		
ANT-LDSP-ANT-MPX-23106-L	2022-08-22	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.3	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477448	1.00	1.00
MpxV/human/USA/OH-UW-080114/2022	2022-08-01	2022-09-08	IIb	North America	Homo sapiens	USA	Older	B.1.3	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP392532		
MPXV/ITM_pt_31/Belgium/27-May-2022	2022-05-27	2022-07-08	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M.	ON950045		
MPXV/ITM_pt_25/Belgium/16-Jun-2022	2022-06-16	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144214		
MPXV/ITM_pt_16/Belgium/10-Jun-2022	2022-06-10	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	OP144212		
Slovenia-MPXV-28-2022	2022-07-10	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605570		
Slovenia-MPXV-36-2022	2022-07-31	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605578	1.00	0.67
Slovenia-MPXV-44-2022	2022-08-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605585		
Slovenia-MPXV-40-2022	2022-08-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605581		
MPXV/Germany/2022/RKI347	2022-09-01	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP484668	1.00	1.00
MPXV/Germany/2022/RKI081	2022-06-01	2022-06-27	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON853663		
MPXV_UK_2022_9000149	2022-06-14	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205112	1.00	0.50
MPXV/Germany/2022/RKI033	2022-06-19	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755239	1.00	1.00
MPXV_USA_2022_WA001	2022-05-20	2022-08-04	IIb	North America	Homo sapiens	USA	Older	B.1.2	Gigante,C., Pavlick,J., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y.	OP150927		
BOL-UNIMOL-MPX-293420-L	2022-10-27	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.2	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959059		
MPXV_UK_2022_9000079	2022-06-15	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205082	1.00	1.00
MPX_CJjutN_9000198	2022-07-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415180		
MPXV_UK_2022_9000195	2022-07-06	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205138		
MPXV_UK_2022_9000099	2022-06-09	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205087		
MPXV_UK_2022_9000076	2022-06-09	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205080		
MPXV_UK_2022_9000066	2022-06-07	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205072		
MPXV/Germany/2022/RKI119	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929074		
MPXV_UK_2022_9000101	2022-06-09	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205089	1.00	1.00
Monkeypox/PT0478/2022	2022-08-08	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.2	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555557		
MPXV-USA-IL-IDPH-018	2022-07-07	2022-09-27	IIb	North America	Homo sapiens	USA	Older	B.1.2	Gagnon,K.T.	OP536679		
hMPX/USA/CA-LACPHL-MA00164/2022	2022-09-22	2022-10-04	IIb	North America	Homo sapiens	USA	Older	B.1.2	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP580597	0.83	1.00
MPXV_USA_2022_FL0027	2022-09-05	2022-11-23	IIb	North America	Homo sapiens	USA	Older	B.1.2	Gigante,C., Lee,P., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Stanek,D., Li,Y.	OP881946	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00356/2022	2022-10-14	2022-11-30	IIb	North America	Homo sapiens	USA	One month ago	B.1.2	Hemarajata,P., Green,N.M., Garrigues,J.	OP920694	1.00	1.00
MPX_eobXCZ_9000296	2022-08-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415251	1.00	1.00
hMPXV/USA/NC-UNC-0018/2022	2022-08-28	2022-09-20	IIb	North America	Homo sapiens	USA	Older	B.1.2	Deanhardt,B., Miller,M., Wang,J.R.	OP480417		0.33
Slovenia-MPXV-42-2022	2022-08-21	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.2	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	OP605583	0.50	1.00
MPX_L6rBi6_9000265	2022-08-31	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415234	0.83	1.00
MPXV_USA_2022_NY0027	2022-09-18	2022-12-15	IIb	North America	Homo sapiens	USA	One week ago	B.1.2	Gigante,C., Ruiz,V., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.	OQ054228	1.00	1.00
BOL-UNIMOL-MPX-293613-L	2022-10-11	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.2	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959061	1.00	1.00
BOL-UNIMOL-MPX-293428-L	2022-10-29	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.2	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959060		
MPXV_UK_2022_9000067	2022-06-08	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205073	1.00	1.00
hMPX/Human/USA/CA-LACPHL-MA00058/2022	2022-07-26	2022-09-15	IIb	North America	Homo sapiens	USA	Older	B.1.2	Hemarajata,P., Green,N.M.	OP440554	1.00	0.33
MPXV/Germany/2022/RKI135	2022-07-31	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON929090	1.00	0.67
MPXV22/human/USA-OK-270	2022-09-06	2022-10-17	IIb	North America	Homo sapiens	USA	Older	B.1.2	Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.	OP650030	1.00	0.40
MPXV/Human/USA/CA-LACPHL-MA00303/2022	2022-09-29	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.2	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890537	1.00	1.00
B1221120	2022-11-09	2022-12-02	IIb	North America	Homo sapiens	USA	One month ago	B.1.2	Bajwa,M.I., Miller,H.	OP935997		
B1221119	2022-11-08	2022-12-02	IIb	North America	Homo sapiens	USA	One month ago	B.1.2	Bajwa,M.I., Miller,H.	OP935996	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00288/2022	2022-10-04	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.2	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890546		
MPXV/Human/USA/CA-LACPHL-MA00290/2022	2022-10-02	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.2	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890548		
