strain	accession	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	dinuc_context_fraction	GA_CT_fraction
MPX_2v76E1_9000222	OP415198	2022-07-25	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
Monkeypox/PT0392/2022	OP555488	2022-07-13	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
hMPXV-IHU00002	OP382479	2022-07-01	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.1	"Colson,P."		
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022	ON792321	2022-06-02	2022-06-17	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.1	"Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A."		
MPXV/Germany/2022/RKI032	ON755238	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI023	ON694332	2022-05-30	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI017	ON694338	2022-05-01	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI132	ON929087	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV/Germany/2022/RKI020	ON694337	2022-05-28	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
Monkeypox/PT0564/2022	OP555635	2022-09-05	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
MpxV/human/USA/WA-UW-088213/2022	OP310054	2022-08-31	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.1	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."	1.00	0.83
MPXV/Germany/2022/ON/RKI456	OP615330	2022-09-01	2022-10-12	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV/Germany/2022/RKI122	ON929077	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI477	OP626115	2022-07-01	2022-10-13	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
Monkeypox/PT0474/2022	OP555553	2022-08-08	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
MPXV/Germany/2022/RKI106	ON929064	2022-07-17	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV/Germany/2022/RKI350	OP484671	2022-09-01	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI021	ON694334	2022-05-31	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI556	OP764614	2022-06-01	2022-11-03	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
CVR_MPXV1a	ON808413	2022-05-15	2022-06-21	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.1	"Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C."		
hMPXV/Austria/MUW1527495/2022	OP019276	2022-06-21	2022-07-19	IIb	Europe	Homo sapiens	Austria	Older	B.1.1	"Camp,J.V., Redlberger-Fritz,M., Aberle,S.W."		
MPXV/Germany/2022/RKI015	ON694331	2022-05-15	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI423	OP594187	2022-09-01	2022-10-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPX_dDDHx_9000207	OP415188	2022-06-07	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.1	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
hMpxV/UK/LMO-023a/2022	OP390192	2022-06-24	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.1	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."	1.00	1.00
MPXV/Germany/2022/RKI016	ON694339	2022-05-15	2022-06-07	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI472	OP626110	2022-07-01	2022-10-13	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV/Germany/2022/RKI204	OP215212	2022-08-29	2022-08-12	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."	0.67	1.00
MPXV/Germany/2022/RKI034	ON755240	2022-06-25	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPX/PT0067/2022	OP245321	2022-07-26	2022-08-17	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
Monkeypox/PT0570/2022	OP555641	2022-09-02	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	0.50	1.00
Monkeypox/PT0494/2022	OP555569	2022-08-15	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1.00
Monkeypox/PT0356/2022	OP414383	2022-05-23	2022-09-12	IIb	Europe	Homo sapiens	Portugal	Older	B.1.3	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
PrEV_case_1	OP727821	2022-08-27	2022-10-27	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	"Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K."		
MPXV/Spain/HUNSC_ITER_0001a/2022	ON782054	2022-05-31	2022-06-16	IIb	Europe	Homo sapiens	Spain	Older	B.1.3	"Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C."		0.50
MPXV/Germany/2022/ON/RKI311	OP355570	2022-08-01	2022-09-02	IIb	Europe	Homo sapiens	Germany	Older	B.1.3	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV_FR_HCL0001_2022	ON622722	2022-05-22	2022-05-27	IIb	Europe	Homo sapiens	France	Older	B.1.3			
Monkeypox/PT0514/2022	OP555585	2022-08-16	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.3	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
Monkeypox/PT0524/2022	OP555595	2022-08-18	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.3	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022	ON792320	2022-06-01	2022-06-17	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.3	"Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A."	1.00	1.00
MPXV/Germany/2022/RKI045	ON755251	2022-06-30	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.3	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MpxV/human/USA/WA-UW-082770/2022	OP392540	2022-08-01	2022-09-08	IIb	North America	Homo sapiens	USA	Older	B.1.3	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."	1.00	1.00
MPXV_SI2022_S3	ON754984	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
SI2022_S7	ON838178	2022-06-01	2022-06-24	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
Slovenia-MPXV-09-2022	OP605552	2022-06-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
Slovenia-MPXV-08-2022	OP605551	2022-06-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
MPXV_SI2022_S5	ON754986	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
RNA_4mcy9n	OX248696	2022-07-04	2022-07-27	IIb	Europe	Homo sapiens	Slovakia	Older	B.1.3		1.00	1.00
MPXV/Germany/2022/RKI288	OP270477	2022-08-01	2022-08-22	IIb	Europe	Homo sapiens	Germany	Older	B.1.3	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Friesen,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV_UK_2022_9000061	OP205067	2022-05-27	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.3	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV/Spain/HUNSC_ITER_0001b/2022	ON782055	2022-05-31	2022-06-16	IIb	Europe	Homo sapiens	Spain	Older	B.1.3	"Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C."		
MPXV_SI2022_S4	ON754985	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
Slovenia-MPXV-26-2022	OP605568	2022-07-31	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."	0.67	1.00
MPXV/Human/USA/CA-LACPHL-MA00291/2022	OP890549	2022-10-07	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.3	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	0.50
Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022	OP748966	2022-10-17	2022-11-01	IIb	North America	Homo sapiens	USA	Older	B.1.3	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	1.00
MPXV_SI2022_S1_VEROE6	ON754987	2022-05-23	2022-06-14	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
SLO	ON609725	2022-05-23	2022-05-26	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Skubic,C., Rozman,D., Korva,M., Poljak,M., Avsic Zupanc,T."		
ANT-LDSP-ANT-MPX-23106-L	OP477448	2022-08-22	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.3	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."	1.00	1.00
MpxV/human/USA/OH-UW-080114/2022	OP392532	2022-08-01	2022-09-08	IIb	North America	Homo sapiens	USA	Older	B.1.3	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		
MPXV/ITM_pt_31/Belgium/27-May-2022	ON950045	2022-05-27	2022-07-08	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M."		
MPXV/ITM_pt_25/Belgium/16-Jun-2022	OP144214	2022-06-16	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."		
MPXV/ITM_pt_16/Belgium/10-Jun-2022	OP144212	2022-06-10	2022-08-04	IIb	Europe	Homo sapiens	Belgium	Older	B.1.3	"De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P."		
Slovenia-MPXV-28-2022	OP605570	2022-07-10	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
Slovenia-MPXV-36-2022	OP605578	2022-07-31	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."	1.00	0.67
Slovenia-MPXV-44-2022	OP605585	2022-08-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
Slovenia-MPXV-40-2022	OP605581	2022-08-01	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.3	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		
MPXV/Germany/2022/RKI347	OP484668	2022-09-01	2022-09-21	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV/Germany/2022/RKI081	ON853663	2022-06-01	2022-06-27	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV_UK_2022_9000149	OP205112	2022-06-14	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	0.50
MPXV/Germany/2022/RKI033	ON755239	2022-06-19	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV_USA_2022_WA001	OP150927	2022-05-20	2022-08-04	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Gigante,C., Pavlick,J., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y."		
BOL-UNIMOL-MPX-293420-L	OP959059	2022-10-27	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.2	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
MPXV_UK_2022_9000079	OP205082	2022-06-15	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
MPX_CJjutN_9000198	OP415180	2022-07-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV_UK_2022_9000195	OP205138	2022-07-06	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV_UK_2022_9000099	OP205087	2022-06-09	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV_UK_2022_9000076	OP205080	2022-06-09	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV_UK_2022_9000066	OP205072	2022-06-07	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV/Germany/2022/RKI119	ON929074	2022-07-01	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		
MPXV_UK_2022_9000101	OP205089	2022-06-09	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
Monkeypox/PT0478/2022	OP555557	2022-08-08	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.2	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		
MPXV-USA-IL-IDPH-018	OP536679	2022-07-07	2022-09-27	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Gagnon,K.T."		
hMPX/USA/CA-LACPHL-MA00164/2022	OP580597	2022-09-22	2022-10-04	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Hemarajata,P., Green,N.M., Garrigues,J.M."	0.83	1.00
MPXV_USA_2022_FL0027	OP881946	2022-09-05	2022-11-23	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Gigante,C., Lee,P., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Stanek,D., Li,Y."	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00356/2022	OP920694	2022-10-14	2022-11-30	IIb	North America	Homo sapiens	USA	One month ago	B.1.2	"Hemarajata,P., Green,N.M., Garrigues,J."	1.00	1.00
MPX_eobXCZ_9000296	OP415251	2022-08-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
hMPXV/USA/NC-UNC-0018/2022	OP480417	2022-08-28	2022-09-20	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Deanhardt,B., Miller,M., Wang,J.R."		0.33
Slovenia-MPXV-42-2022	OP605583	2022-08-21	2022-10-11	IIb	Europe	Homo sapiens	Slovenia	Older	B.1.2	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."	0.50	1.00
MPX_L6rBi6_9000265	OP415234	2022-08-31	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	0.83	1.00
MPXV_USA_2022_NY0027	OQ054228	2022-09-18	2022-12-15	IIb	North America	Homo sapiens	USA	One week ago	B.1.2	"Gigante,C., Ruiz,V., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y."	1.00	1.00
BOL-UNIMOL-MPX-293613-L	OP959061	2022-10-11	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.2	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."	1.00	1.00
BOL-UNIMOL-MPX-293428-L	OP959060	2022-10-29	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.2	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		
MPXV_UK_2022_9000067	OP205073	2022-06-08	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.2	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
hMPX/Human/USA/CA-LACPHL-MA00058/2022	OP440554	2022-07-26	2022-09-15	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Hemarajata,P., Green,N.M."	1.00	0.33
MPXV/Germany/2022/RKI135	ON929090	2022-07-31	2022-07-06	IIb	Europe	Homo sapiens	Germany	Older	B.1.2	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	0.67
MPXV22/human/USA-OK-270	OP650030	2022-09-06	2022-10-17	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T."	1.00	0.40
MPXV/Human/USA/CA-LACPHL-MA00303/2022	OP890537	2022-09-29	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1.2	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	1.00
